Campaign Name,Reach (Estimated),Date,CPC (Cost per Click),CTR (Clickthrough Rate),CPM (Cost per 1000 Impressions),Action Post Engagement,Cost Per Action Link Clicks,Frequency,Action Landing Page View,"Spend (Cost, Amount Spent)"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,428,2023-06-24,"2,01","1,485884","29,86627",5,"6,7","1,57243",3,"20,1"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,358,2023-08-06,"0,99875","2,96846","29,647495",14,"2,663333","1,505587",5,"15,98"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,413,2023-05-06,"1,7375","1,804511","31,353383",15,"4,17","1,610169",5,"20,85"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,246,2023-09-23,"2,286667","1,880878","43,009404",6,"2,744","1,296748",4,"13,72"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,389,2023-08-07,"1,131429","2,372881","26,847458",12,"1,76","1,51671",5,"15,84"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,515,2023-06-07,"1,281875","2,110818","27,058047",12,"3,418333","1,471845",4,"20,51"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,417,2023-06-22,"1,770909","1,812191","32,092257",9,"19,48","1,455635",1,"19,48"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,426,2023-06-23,"1,714167","1,863354","31,940994",4,"6,856667","1,511737",2,"20,57"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,318,2023-08-08,"1,674444","1,875","31,395833",7,"2,152857","1,509434",6,"15,07"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,508,2023-10-21,"2,116316","2,46114","52,085492",14,"4,021","1,519685",7,"40,21"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,405,2023-05-07,"1,278824","2,384292","30,490884",18,"2,415556","1,760494",6,"21,74"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,303,2023-09-22,"1,8725","1,941748","36,359223",8,"2,496667","1,359736",4,"14,98"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,234,2023-08-09,"1,728889","2,506964","43,342618",7,"2,222857","1,534188",7,"15,56"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,485,2023-06-06,"2,312222","1,246537","28,822715",7,"4,162","1,48866",3,"20,81"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,466,2023-05-03,"1,401429","1,923077","26,950549",10,"3,924","1,562232",5,"19,62"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,397,2023-06-20,"1,260625","2,547771","32,117834",14,"2,52125","1,581864",6,"20,17"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,363,2023-06-29,"1,193333","2,385686","28,469185",11,"2,386667","1,385675",3,"14,32"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,531,2023-05-02,"1,663333","1,416765","23,565525",10,"3,992","1,595104",4,"19,96"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,338,2023-07-25,"1,240769","2,5","31,019231",10,"2,01625","1,538462",7,"16,13"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,224,2023-09-28,"1,7475","2,588997","45,242718",6,"2,796","1,379464",4,"13,98"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,216,2023-10-17,"5,243333","0,920245","48,251534",3,"7,865","1,509259",2,"15,73"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,617,2023-06-12,"2,257778","1,008969","22,780269",8,"10,16","1,445705",1,"20,32"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,420,2023-07-26,"0,90625","2,435312","22,070015",9,"1,8125","1,564286",7,"14,5"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,366,2023-06-28,"2,254286","1,325758","29,886364",6,"3,156","1,442623",4,"15,78"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,384,2023-07-27,"1,140769","2,117264","24,153094",10,"1,85375","1,598958",6,"14,83"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,352,2023-07-24,"1,525","1,779359","27,135231",11,"1,694444","1,596591",9,"15,25"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,545,2023-06-11,"1,83","1,550388","28,372093",8,"3,137143","1,420183",6,"21,96"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,224,2023-09-27,"2,06625","2,305476","47,636888",5,"4,1325","1,549107",4,"16,53"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,270,2023-10-18,"0,929375","3,764706","34,988235",10,"1,487","1,574074",9,"14,87"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,285,2023-10-16,"1,96375","1,909308","37,494033",6,"3,9275","1,470175",2,"15,71"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,316,2023-07-28,"0,791111","3,887689","30,75594",13,"1,424","1,46519",8,"14,24"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,377,2023-07-29,"1,88875","1,436266","27,127469",10,"5,036667","1,477454",2,"15,11"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,344,2023-06-27,"1,076429","2,874743","30,944559",11,"1,88375","1,415698",5,"15,07"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,382,2023-07-30,"1,644","1,736111","28,541667",6,"5,48","1,507853",3,"16,44"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,330,2023-07-31,"1,803333","1,775148","32,011834",12,"4,0575","1,536364",4,"16,23"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,475,2023-06-10,"1,774","1,560062","27,675507",6,"4,435","1,349474",3,"17,74"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,265,2023-09-26,"2,258571","1,966292","44,410112",4,"3,9525","1,343396",4,"15,81"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [19/10] - [FR] - [CV] - ABO - IMG,646,2023-10-19,"3,499167","1,084011","37,931346",14,"8,398","1,713622",4,"41,99"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [20/10] - [JCN] - [CV] - ABO - Remarketing,3471,2023-10-21,"1,549868","2,018592","31,285525",882,"2,804524","1,084702",31,"117,79"
GTX | CZ_PP_YR_A1 | Vendas | Quente | [20/10] - [JCN] - [CV] - ABO - Remarketing,686,2023-10-20,"1,795833","1,729107","31,051873",180,"3,591667","1,011662",4,"21,55"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1142,2023-08-26,"1,007188","2,601626","26,203252",322,"1,342917","1,077058",17,"32,23"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,666,2023-09-22,"1,732105","2,61348","45,268226",167,"3,291","1,091592",8,"32,91"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1059,2023-09-09,"1,386667","2,015113","27,942905",307,"1,848889","1,124646",13,"33,28"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,864,2023-09-08,"2,282","1,567398","35,768025",244,"3,423","1,107639",7,"34,23"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,886,2023-09-06,"1,820526","1,913394","34,833837",189,"2,161875","1,120767",9,"34,59"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2306,2023-05-17,"0,715185","3,115385","22,280769",782,"1,1586","1,127494",35,"57,93"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,713,2023-09-07,"2,362667","1,879699","44,411028",187,"2,953333","1,119215",11,"35,44"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2432,2023-05-18,"0,771351","2,747865","21,195693",916,"1,057037","1,107319",38,"57,08"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1990,2023-05-05,"1,275714","1,683502","21,476671",657,"1,860417","1,044724",15,"44,65"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,772,2023-09-18,"1,921053","2,264601","43,504172",202,"2,433333","1,086788",11,"36,5"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,637,2023-09-27,"3,485","1,459854","50,875912",149,"4,35625","1,075353",8,"34,85"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2234,2023-05-04,"1,007907","1,830566","18,450404",804,"1,354375","1,051477",23,"43,34"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2651,2023-05-11,"0,718734","2,772903","19,9298",994,"1,032364","1,074689",46,"56,78"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,766,2023-09-26,"2,21875","1,897983","42,111507",188,"2,958333","1,100522",8,"35,5"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,741,2023-09-19,"2,406","1,845018","44,391144",173,"2,577857","1,097166",8,"36,09"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2554,2023-05-10,"0,631538","3,413353","21,556639",988,"0,942131","1,043853",46,"57,47"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,692,2023-09-25,"2,258125","2,162162","48,824324",179,"2,779231","1,069364",5,"36,13"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2622,2023-05-03,"0,794259","1,977298","15,70487",979,"0,953111","1,041571",35,"42,89"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,698,2023-09-20,"2,673846","1,71504","45,85752",167,"3,476","1,08596",7,"34,76"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2691,2023-05-09,"0,783733","2,643638","20,719069",1121,"1,031228","1,054255",49,"58,78"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,664,2023-09-24,"2,42375","2,213001","53,637621",153,"3,878","1,088855",8,"38,78"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2054,2023-05-06,"0,778689","2,830626","22,041763",757,"1,032609","1,049172",40,"47,5"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,635,2023-09-23,"3,311","1,428571","47,3",143,"3,311","1,102362",8,"33,11"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,742,2023-09-21,"1,244828","3,485577","43,389423",196,"1,719048","1,121294",16,"36,1"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2000,2023-05-07,"1,20025","1,905669","22,872797",710,"1,714643","1,0495",22,"48,01"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2612,2023-05-08,"1,284884","1,584377","20,357406",1015,"1,578571","1,039051",28,"55,25"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2881,2023-05-13,"1,004571","2,304147","23,146807",1143,"1,4064","1,054495",41,"70,32"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,930,2023-09-10,"1,824762","2,056807","37,531832",234,"2,128889","1,097849",16,"38,32"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,993,2023-09-11,"2,055556","1,636364","33,636364",260,"3,083333","1,107754",10,37
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2563,2023-05-15,"0,704157","3,025153","21,301835",908,"1,182453","1,147874",39,"62,67"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,888,2023-09-12,"0,969459","3,726083","36,12286",223,"1,379615","1,118243",15,"35,87"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2530,2023-05-14,"0,913429","2,405498","21,972509",856,"1,522381","1,150198",23,"63,94"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,824,2023-09-13,"2,077647","1,855895","38,558952",205,"3,924444","1,11165",7,"35,32"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,723,2023-09-14,"2,018824","2,117061","42,739726",190,"3,12","1,11065",7,"34,32"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,478,2023-04-30,"0,636429","2,874743","18,295688",208,"0,7425","1,018828",8,"8,91"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2444,2023-05-16,"0,829452","2,714764","22,517665",860,"1,100909","1,100245",40,"60,55"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,665,2023-09-15,"3,171818","1,468625","46,582109",139,"3,876667","1,126316",9,"34,89"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2304,2023-05-01,"0,7646","2,077275","15,882842",915,"0,95575","1,044705",31,"38,23"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,741,2023-09-16,"3,87875","0,976801","37,887668",185,"5,171667","1,105263",3,"31,03"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,2681,2023-05-02,"0,783684","2,046679","16,039497",982,"0,992667","1,038791",36,"44,67"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1806,2023-05-12,"0,875","2,709745","23,710266",655,"1,625","1,062569",20,"45,5"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,805,2023-09-17,"2,192941","1,910112","41,88764",214,"3,389091","1,10559",9,"37,28"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,550,2023-09-28,"1,661","3,378378","56,114865",144,"2,07625","1,076364",10,"33,22"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1155,2023-08-06,"0,910732","3,023599","27,536873",341,"1,098235","1,174026",30,"37,34"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1429,2023-08-10,"1,337308","1,611903","21,556107",416,"1,7385","1,128761",16,"34,77"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1313,2023-07-04,"1,052121","2,317416","24,382022",387,"1,3888","1,084539",21,"34,72"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1094,2023-06-06,"0,519388","4,131535","21,458685",373,"0,727143","1,084095",27,"25,45"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1265,2023-08-09,"1,151667","2,090592","24,076655",363,"1,7275","1,134387",17,"34,55"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1395,2023-07-05,"1,065938","2,112211","22,514851",438,"1,311923","1,086022",24,"34,11"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1510,2023-08-08,"0,84381","2,492582","21,032641",477,"1,312593","1,115894",20,"35,44"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,877,2023-06-07,"0,843448","3,02714","25,532359",293,"1,063478","1,09236",18,"24,46"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1233,2023-08-07,"1,347407","1,94105","26,153846",371,"2,14","1,128143",14,"36,38"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1029,2023-06-05,"0,926","2,70027","25,0045",317,"1,462105","1,079689",15,"27,78"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1085,2023-06-08,"0,889333","2,55102","22,687075",314,"1,482222","1,083871",16,"26,68"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,832,2023-08-05,"1,573182","2,270382","35,717234",223,"2,662308","1,164663",11,"34,61"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,925,2023-08-04,"1,295385","2,407407","31,185185",273,"2,245333","1,167568",15,"33,68"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1365,2023-07-06,"1,091613","2,077748","22,680965",398,"1,611429","1,09304",15,"33,84"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1170,2023-06-18,"1,0632","2,022654","21,504854",341,"1,476667","1,05641",13,"26,58"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,887,2023-08-03,"1,882778","1,812689","34,128902",222,"2,824167","1,119504",8,"33,89"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,893,2023-06-09,"1,427647","1,780105","25,413613",267,"2,206364","1,069429",8,"24,27"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1096,2023-08-02,"1,348077","2,068417","27,88385",287,"2,336667","1,146898",10,"35,05"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1451,2023-08-15,"0,982162","2,291022","22,501548",359,"1,817","1,113025",16,"36,34"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1087,2023-07-01,"0,775","2,780191","21,546481",323,"1,907692","1,058878",12,"24,8"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,882,2023-05-31,"1,0072","2,648305","26,673729",318,"1,199048","1,070295",16,"25,18"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1134,2023-08-18,"1,542273","1,713396","26,425234",304,"2,8275","1,132275",10,"33,93"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1248,2023-08-17,"1,051563","2,315485","24,34877",334,"1,869444","1,107372",14,"33,65"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,826,2023-06-01,"1,154286","2,419355","27,926267",289,"1,425882","1,050847",14,"24,24"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1380,2023-08-16,"2,21125","1,065956","23,570953",349,"2,721538","1,087681",9,"35,38"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1397,2023-07-02,"0,8525","2,141901","18,259705",454,"1,186087","1,069435",21,"27,28"
LORY | CZ_PP_YR_A1 | Vendas | CONV | FRIO | INT | ABO - vid - 27.04.23,1007,2023-06-02,"1,377222","1,680672","23,146592",278,"2,065833","1,063555",8,"24,79"
